CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
08/13/2021,19:45,BROOKLYN,11208,40.670334,-73.866844,"(40.670334, -73.866844)",AUTUMN AVENUE,DUMONT AVENUE,,3,0,0,0,1,0,2,0,Other Vehicular,Other Vehicular,,,,4446824,Station Wagon/Sport Utility Vehicle,E-Bike,,,
08/11/2021,13:50,,,40.570835,-74.16983,"(40.570835, -74.16983)",RICHMOND AVENUE,FOREST HILL ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4446205,Station Wagon/Sport Utility Vehicle,Bike,,,
08/13/2021,16:30,MANHATTAN,10017,40.7488,-73.96986,"(40.7488, -73.96986)",1 AVENUE,EAST 42 STREET,,1,0,0,0,1,0,0,0,Obstruction/Debris,,,,,4446697,Bike,,,,
08/13/2021,18:20,MANHATTAN,10002,40.720478,-73.98972,"(40.720478, -73.98972)",ALLEN STREET,RIVINGTON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4446702,Sedan,Bike,,,
08/11/2021,20:24,,,40.86877,-73.83174,"(40.86877, -73.83174)",BARTOW AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,4446248,4 dr sedan,Bike,,,
08/12/2021,8:27,BROOKLYN,11226,40.649876,-73.961815,"(40.649876, -73.961815)",,,1924      CHURCH AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4447042,Station Wagon/Sport Utility Vehicle,E-Bike,,,
07/27/2021,21:30,MANHATTAN,10011,40.733364,-73.99718,"(40.733364, -73.99718)",,,34        WEST 9 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4446965,Station Wagon/Sport Utility Vehicle,Bike,,,
08/13/2021,13:20,BROOKLYN,11212,40.65621,-73.914665,"(40.65621, -73.914665)",ROCKAWAY PARKWAY,CHURCH AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447039,Bike,,,,
08/12/2021,22:50,MANHATTAN,10033,40.848625,-73.93425,"(40.848625, -73.93425)",WEST 180 STREET,SAINT NICHOLAS AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4446524,Sedan,Bike,,,
08/11/2021,13:00,MANHATTAN,10036,40.75484,-73.98412,"(40.75484, -73.98412)",WEST 42 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4446319,Sedan,Bike,,,
08/12/2021,19:06,MANHATTAN,10022,,,,EAST 50 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4446507,Bus,Bike,,,
08/13/2021,15:45,,,40.730118,-73.86232,"(40.730118, -73.86232)",QUEENS BOULEVARD,63 DRIVE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4446672,Ambulance,Bike,,,
08/13/2021,18:54,BROOKLYN,11229,40.610653,-73.95355,"(40.610653, -73.95355)",OCEAN AVENUE,KINGS HIGHWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4446833,Sedan,E-Bike,,,
08/11/2021,16:02,BROOKLYN,11215,40.66533,-73.9895,"(40.66533, -73.9895)",,,563       5 AVENUE,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4446135,Station Wagon/Sport Utility Vehicle,Bike,,,
07/18/2021,0:00,QUEENS,11372,40.75663,-73.875145,"(40.75663, -73.875145)",NORTHERN BOULEVARD,93 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4446741,Bike,Station Wagon/Sport Utility Vehicle,,,
08/13/2021,19:15,QUEENS,11372,40.747044,-73.889435,"(40.747044, -73.889435)",,,76-02     ROOSEVELT AVENUE,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4447098,Bike,Sedan,,,
08/11/2021,16:42,QUEENS,11101,40.753277,-73.914764,"(40.753277, -73.914764)",,,34-31     48 STREET,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4446967,Sedan,E-Bike,,,
08/13/2021,6:45,,,40.652462,-73.92285,"(40.652462, -73.92285)",CHURCH AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447035,Station Wagon/Sport Utility Vehicle,Bike,,,
08/12/2021,7:15,MANHATTAN,10022,0,0,"(0.0, 0.0)",3 AVENUE,EAST 54 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4446300,Sedan,Bike,,,
08/11/2021,21:10,BRONX,10451,40.81655,-73.91955,"(40.81655, -73.91955)",EAST 149 STREET,COURTLANDT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4446502,Sedan,Bike,,,
08/12/2021,18:10,,,,,,Broadway,BROADWAY,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4446572,Bike,Station Wagon/Sport Utility Vehicle,,,
08/11/2021,20:00,MANHATTAN,10018,40.7537,-73.99309,"(40.7537, -73.99309)",,,306       WEST 36 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4446312,Sedan,Bike,,,
08/13/2021,5:50,MANHATTAN,10032,40.839767,-73.94073,"(40.839767, -73.94073)",,,3959      BROADWAY,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,4446562,E-Bike,Sedan,,,
08/13/2021,19:30,BROOKLYN,11207,40.67776,-73.89349,"(40.67776, -73.89349)",FULTON STREET,BRADFORD STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4446826,Bike,,,,
08/13/2021,1:22,BROOKLYN,11203,40.651005,-73.94571,"(40.651005, -73.94571)",CHURCH AVENUE,EAST 34 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447036,Sedan,Bike,,,
08/12/2021,21:20,QUEENS,11377,40.746048,-73.89903,"(40.746048, -73.89903)",65 STREET,ROOSEVELT AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4446653,E-Bike,,,,
08/11/2021,21:12,,,,,,101 AVENUE,VANWYCK EXPRESSWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4446643,Sedan,Bike,,,
10/21/2021,18:36,,,40.6975608,-73.8527467,"(40.6975608, -73.8527467)",PARK LANE SOUTH,,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4470493,Sedan,Bike,,,
10/17/2021,14:50,,,40.6529481,-74.0021659,"(40.6529481, -74.0021659)",36 STREET,,,1,0,0,0,1,0,0,0,Unspecified,,,,,4468877,Bike,Station Wagon/Sport Utility Vehicle,,,
10/18/2021,17:50,,,40.6872462,-73.9546828,"(40.6872462, -73.9546828)",LEXINGTON AVENUE,,,1,0,0,0,1,0,0,0,Unsafe Speed,Traffic Control Disregarded,,,,4468932,Sedan,Bike,,,
10/20/2021,8:52,MANHATTAN,10031,40.8270596,-73.9520112,"(40.8270596, -73.9520112)",RIVERSIDE DRIVE,WEST 145 STREET,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4469608,Bus,Bike,,,
10/21/2021,22:30,BROOKLYN,11210,40.6173203,-73.9452535,"(40.6173203, -73.9452535)",,,2750      NOSTRAND AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4470168,Sedan,Bike,,,
10/28/2021,15:22,BRONX,10472,40.833965,-73.8629,"(40.833965, -73.8629)",CROSS BRONX EXPRESSWAY,WHITE PLAINS ROAD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4474013,Sedan,E-Bike,,,
11/02/2021,7:34,BRONX,10463,40.872917,-73.90312,"(40.872917, -73.90312)",,,2739      KINGSBRIDGE TERRACE,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4473449,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2021,18:35,,,40.8011103,-73.9652135,"(40.8011103, -73.9652135)",WEST 107 STREET,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4470448,Bike,,,,
10/22/2021,16:40,QUEENS,11428,40.7224663,-73.7369176,"(40.7224663, -73.7369176)",SPRINGFIELD BOULEVARD,93 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4469885,Sedan,Bike,,,
10/18/2021,20:30,QUEENS,11355,40.755392,-73.8282803,"(40.755392, -73.8282803)",MAIN STREET,MAPLE AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4468553,Sedan,Bike,,,
10/14/2021,19:40,,,40.6037285,-73.9967985,"(40.6037285, -73.9967985)",86 STREET,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4469315,Station Wagon/Sport Utility Vehicle,Bike,,,
10/19/2021,8:08,BRONX,10459,40.8237075,-73.897075,"(40.8237075, -73.897075)",,,1015      INTERVALE AVENUE,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4468766,Bike,Station Wagon/Sport Utility Vehicle,,,
10/16/2021,22:20,,,40.7452931,-73.9984879,"(40.7452931, -73.9984879)",WEST 23 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4469138,Taxi,Bike,,,
10/16/2021,21:02,MANHATTAN,10016,40.7440994,-73.9763621,"(40.7440994, -73.9763621)",2 AVENUE,EAST 33 STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Turning Improperly,,,,4467806,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2021,12:50,BROOKLYN,11215,40.6774056,-73.9830482,"(40.6774056, -73.9830482)",UNION STREET,4 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4470587,Van,Bike,,,
10/13/2021,20:37,MANHATTAN,10012,40.7203211,-73.9940403,"(40.7203211, -73.9940403)",BOWERY,DELANCEY STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4466933,Sedan,Bike,,,
10/20/2021,14:35,MANHATTAN,10038,40.7095234,-74.0016664,"(40.7095234, -74.0016664)",FRANKFORT STREET,PEARL STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4469202,Sedan,E-Bike,,,
10/17/2021,22:55,,,40.6778446,-73.9528108,"(40.6778446, -73.9528108)",BEDFORD AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4470350,Station Wagon/Sport Utility Vehicle,Bike,,,
10/22/2021,17:45,MANHATTAN,10002,40.7161833,-73.9807441,"(40.7161833, -73.9807441)",COLUMBIA STREET,DELANCEY STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4469929,Bike,,,,
11/02/2021,19:15,QUEENS,11355,40.752937,-73.812744,"(40.752937, -73.812744)",PARSONS BOULEVARD,KALMIA AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,4473456,Station Wagon/Sport Utility Vehicle,Bike,,,
07/23/2021,17:49,MANHATTAN,10002,40.718143,-73.993835,"(40.718143, -73.993835)",GRAND STREET,CHRYSTIE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4440560,E-Bike,,,,
07/19/2021,21:35,BROOKLYN,11233,40.678276,-73.91076,"(40.678276, -73.91076)",ROCKAWAY AVENUE,FULTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4445317,Sedan,Bike,,,
08/14/2021,18:30,,,40.826427,-73.950455,"(40.826427, -73.950455)",WEST 145 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447765,E-Bike,Sedan,,,
08/12/2021,14:50,,,,,,NEPTUNE AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4447758,Bike,,,,
10/19/2021,7:30,MANHATTAN,10016,40.7440994,-73.9763621,"(40.7440994, -73.9763621)",EAST 33 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4469070,Taxi,Bike,,,
10/17/2021,13:00,QUEENS,11355,40.7523185,-73.8323919,"(40.7523185, -73.8323919)",COLLEGE POINT BOULEVARD,AVERY AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4468105,Station Wagon/Sport Utility Vehicle,Bike,,,
08/13/2021,13:15,BROOKLYN,11215,40.675144,-73.98133,"(40.675144, -73.98133)",5 AVENUE,CARROLL STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4447531,Sedan,E-Bike,,,
08/14/2021,21:20,,,,,,WEST 155 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4447510,Bike,Sedan,,,
08/14/2021,15:45,MANHATTAN,10005,40.709152,-74.01055,"(40.709152, -74.01055)",LIBERTY STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447124,Motorcycle,Bike,,,
08/14/2021,15:15,QUEENS,11422,40.658882,-73.72963,"(40.658882, -73.72963)",144 AVENUE,FRANCIS LEWIS BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4446855,Sedan,Bike,,,
08/14/2021,12:30,QUEENS,11104,40.743374,-73.92056,"(40.743374, -73.92056)",44 STREET,QUEENS BOULEVARD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4446837,Bike,Sedan,,,
08/11/2021,9:30,BROOKLYN,11225,40.665726,-73.96425,"(40.665726, -73.96425)",,,450       FLATBUSH AVENUE,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4447518,Station Wagon/Sport Utility Vehicle,Bike,,,
08/09/2021,23:30,MANHATTAN,10027,40.81218,-73.955246,"(40.81218, -73.955246)",,,430       WEST 125 STREET,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4447557,E-Bike,Sedan,,,
08/14/2021,10:10,,,40.726166,-73.99837,"(40.726166, -73.99837)",WEST HOUSTON STREET,,,1,0,0,0,1,0,0,0,Unsafe Speed,,,,,4446964,Bike,,,,
08/14/2021,10:31,MANHATTAN,10016,40.7441,-73.97637,"(40.7441, -73.97637)",2 AVENUE,EAST 33 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4446748,Bike,Ambulance,,,
08/14/2021,18:45,BROOKLYN,11212,,,,Pitkin avenue,Mother Gaston boulevard,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447548,Station Wagon/Sport Utility Vehicle,Bike,,,
08/14/2021,20:30,BROOKLYN,11207,40.68789,-73.90724,"(40.68789, -73.90724)",COOPER STREET,CENTRAL AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4447215,Taxi,Bike,,,
08/14/2021,21:55,BROOKLYN,11226,40.65319,-73.96622,"(40.65319, -73.96622)",PARKSIDE AVENUE,PARADE PLACE,,1,0,0,0,1,0,0,0,Other Vehicular,Reaction to Uninvolved Vehicle,,,,4447045,Station Wagon/Sport Utility Vehicle,E-Bike,,,
08/13/2021,15:00,,,40.686497,-73.9168,"(40.686497, -73.9168)",BROADWAY,HANCOCK STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4447591,Bike,Station Wagon/Sport Utility Vehicle,,,
08/14/2021,1:42,BROOKLYN,11234,40.62621,-73.927666,"(40.62621, -73.927666)",UTICA AVENUE,FLATLANDS AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4446905,Station Wagon/Sport Utility Vehicle,Bike,,,
08/14/2021,17:40,MANHATTAN,10013,40.72255,-74.00631,"(40.72255, -74.00631)",VARICK STREET,CANAL STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4447122,Bike,,,,
08/14/2021,17:54,,,40.81339,-73.95627,"(40.81339, -73.95627)",WEST 125 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,4447569,Sedan,Bike,,,
08/12/2021,20:24,BROOKLYN,11217,,,,PROSPECT PLACE,5 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447526,Bike,,,,
08/14/2021,15:42,MANHATTAN,10002,40.714268,-73.99415,"(40.714268, -73.99415)",DIVISION STREET,FORSYTH STREET,,1,0,0,0,1,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4447477,Station Wagon/Sport Utility Vehicle,Bike,,,
08/13/2021,17:55,MANHATTAN,10035,40.80031,-73.93229,"(40.80031, -73.93229)",,,2369      1 AVENUE,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4447458,E-Bike,Bike,,,
07/25/2021,15:40,,,40.733612,-73.999565,"(40.733612, -73.999565)",AVENUE OF THE AMERICAS,,,2,0,1,0,1,0,0,0,Unspecified,,,,,4447723,Bike,,,,
07/20/2021,11:37,MANHATTAN,10002,40.715622,-73.99428,"(40.715622, -73.99428)",CANAL STREET,FORSYTH STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4447495,Station Wagon/Sport Utility Vehicle,Bike,,,
08/13/2021,20:15,BROOKLYN,11212,40.668995,-73.91058,"(40.668995, -73.91058)",,,452       ROCKAWAY AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447552,Sedan,Bike,,,
08/14/2021,15:51,BROOKLYN,11223,40.60591,-73.967,"(40.60591, -73.967)",,,1755      OCEAN PARKWAY,1,0,0,0,1,0,0,0,Tire Failure/Inadequate,Unspecified,,,,4446831,Sedan,E-Bike,,,
08/11/2021,16:39,MANHATTAN,10013,40.717834,-74.00079,"(40.717834, -74.00079)",,,99        WALKER STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447469,Sedan,Bike,,,
08/05/2021,3:35,BROOKLYN,11215,40.672905,-73.98981,"(40.672905, -73.98981)",,,383       3 AVENUE,2,0,1,0,1,0,0,0,Alcohol Involvement,,,,,4447519,E-Bike,,,,
08/14/2021,20:46,QUEENS,11355,,,,Shea Road,Meridian Road,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4447103,Taxi,Bike,,,
08/13/2021,8:00,MANHATTAN,10128,40.78169,-73.94897,"(40.78169, -73.94897)",2 AVENUE,EAST 92 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447497,Bike,,,,
10/20/2021,20:00,BROOKLYN,11205,40.6993968,-73.9543611,"(40.6993968, -73.9543611)",,,517       FLUSHING AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4469303,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2021,13:45,BROOKLYN,11217,40.6862925,-73.9790905,"(40.6862925, -73.9790905)",FLATBUSH AVENUE,SCHERMERHORN STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4468541,Bike,,,,
10/20/2021,9:00,QUEENS,11365,40.7319307,-73.8079545,"(40.7319307, -73.8079545)",161 STREET,JEWEL AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4469602,Sedan,Bike,,,
10/16/2021,15:57,,,40.7717829,-73.9654346,"(40.7717829, -73.9654346)",MADISON AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4468058,Bike,Sedan,,,
10/18/2021,10:15,MANHATTAN,10010,40.7424675,-73.9921864,"(40.7424675, -73.9921864)",,,60        WEST 23 STREET,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,,,,4468870,Bike,Motorcycle,,,
10/23/2021,19:50,BROOKLYN,11206,40.702132,-73.9443146,"(40.702132, -73.9443146)",BROADWAY,COOK STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4470111,Station Wagon/Sport Utility Vehicle,Bike,,,
10/20/2021,9:21,BROOKLYN,11232,40.6470687,-73.9939279,"(40.6470687, -73.9939279)",37 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4469175,Sedan,Bike,,,
10/15/2021,6:55,,,40.7834771,-73.9647574,"(40.7834771, -73.9647574)",,,103       WEST DRIVE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4467296,Bike,,,,
10/18/2021,15:58,BRONX,10461,40.8503039,-73.8513675,"(40.8503039, -73.8513675)",MORRIS PARK AVENUE,WILLIAMSBRIDGE ROAD,,2,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4468845,Station Wagon/Sport Utility Vehicle,E-Bike,,,
10/19/2021,15:30,BROOKLYN,11238,40.6817692,-73.9675328,"(40.6817692, -73.9675328)",ATLANTIC AVENUE,VANDERBILT AVENUE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Traffic Control Disregarded,,,,4469843,Station Wagon/Sport Utility Vehicle,Bike,,,
10/20/2021,15:25,BROOKLYN,11211,40.7133723,-73.9348039,"(40.7133723, -73.9348039)",MORGAN AVENUE,GRAND STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unsafe Speed,,,,4469340,Sedan,Bike,,,
10/14/2021,22:45,,,40.8055956,-73.9581819,"(40.8055956, -73.9581819)",MORNINGSIDE AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4467516,Sedan,Bike,,,
10/10/2021,22:00,MANHATTAN,10010,40.7416232,-73.9937353,"(40.7416232, -73.9937353)",WEST 21 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Other Vehicular,,,,,4467783,Bike,,,,
10/15/2021,19:55,BROOKLYN,11205,40.6980388,-73.9628402,"(40.6980388, -73.9628402)",FLUSHING AVENUE,WILLIAMSBURG STREET WEST,,2,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4468201,Motorscooter,Bike,,,
11/02/2021,10:35,MANHATTAN,10003,40.73235,-73.984955,"(40.73235, -73.984955)",2 AVENUE,EAST 14 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4473963,Taxi,Bike,,,
08/15/2021,15:30,BROOKLYN,11218,40.632824,-73.97633,"(40.632824, -73.97633)",,,699       EAST 2 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447868,Bus,Bike,,,
08/13/2021,16:35,BROOKLYN,11226,40.646923,-73.94818,"(40.646923, -73.94818)",EAST 31 STREET,TILDEN AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,,,,4448000,Station Wagon/Sport Utility Vehicle,Bike,,,
08/15/2021,11:45,QUEENS,11373,40.735325,-73.865166,"(40.735325, -73.865166)",JUNCTION BOULEVARD,59 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447102,Station Wagon/Sport Utility Vehicle,Bike,,,
08/10/2021,10:00,QUEENS,11421,40.693264,-73.85324,"(40.693264, -73.85324)",JAMAICA AVENUE,92 STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4447882,Sedan,Bike,,,
08/15/2021,18:44,,,40.814774,-73.94038,"(40.814774, -73.94038)",LENOX AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447507,Station Wagon/Sport Utility Vehicle,Bike,,,
08/13/2021,18:30,,,40.80897,-73.94833,"(40.80897, -73.94833)",WEST 125 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,4447874,Sedan,Bike,,,
08/15/2021,20:29,BROOKLYN,11238,40.683598,-73.96744,"(40.683598, -73.96744)",,,848       FULTON STREET,1,0,0,0,1,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4448051,Station Wagon/Sport Utility Vehicle,Bike,,,
08/15/2021,1:10,QUEENS,11368,40.757053,-73.871086,"(40.757053, -73.871086)",,,97-16     NORTHERN BOULEVARD,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447243,Station Wagon/Sport Utility Vehicle,Bike,,,
08/15/2021,20:58,BROOKLYN,11223,40.600895,-73.98031,"(40.600895, -73.98031)",WEST 8 STREET,AVENUE S,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447614,Sedan,Bike,,,
08/15/2021,2:25,BRONX,10459,40.822105,-73.90062,"(40.822105, -73.90062)",PROSPECT AVENUE,EAST 163 STREET,,2,0,0,0,1,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,4447512,Sedan,Taxi,Bike,,
08/15/2021,9:45,QUEENS,11379,40.71253,-73.89662,"(40.71253, -73.89662)",,,64-14     METROPOLITAN AVENUE,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4447142,Station Wagon/Sport Utility Vehicle,Bike,,,
08/15/2021,10:49,MANHATTAN,10037,40.813446,-73.93503,"(40.813446, -73.93503)",,,2155      MADISON AVENUE,1,0,0,0,1,0,0,0,Unspecified,,,,,4447467,E-Bike,,,,
08/12/2021,21:48,BROOKLYN,11204,40.616707,-73.97846,"(40.616707, -73.97846)",BAY PARKWAY,60 STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4448078,Bike,,,,
08/15/2021,0:25,BRONX,10452,40.832314,-73.93161,"(40.832314, -73.93161)",UNIVERSITY AVENUE,SEDGWICK AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4447587,Sedan,Bike,,,
10/21/2021,8:01,BROOKLYN,11210,40.6212663,-73.9526059,"(40.6212663, -73.9526059)",AVENUE L,EAST 23 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4470159,Station Wagon/Sport Utility Vehicle,Bike,,,
10/25/2021,7:50,BROOKLYN,11217,40.681486,-73.9770225,"(40.681486, -73.9770225)",5 AVENUE,BERGEN STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4470789,Station Wagon/Sport Utility Vehicle,Bike,,,
